273161830	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3484309366	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4008782529	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4008790655	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4009166125	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4500108056	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4524986115	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4569634240	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4578493617	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4579125260	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4580578129	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4581207232	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4583126277	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4584360123	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4585312221	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4585773307	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4585939024	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4585940032	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4586394452	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4586399114	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4598986669	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4599529544	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4603668784	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4603668848	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4609705093	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4610310692	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4610312672	1	0	0	0	0	0	0	0	0	0	0	0	0	0
497186652	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4985283641	1	0	0	0	0	0	0	0	0	0	0	0	0	0
5006171355	1	0	0	0	0	0	0	0	0	0	0	0	0	0
5045030588	1	0	0	0	0	0	0	0	0	0	0	0	0	0
5431875838	1	0	0	0	0	0	0	0	0	0	0	0	0	0
5576651168	1	0	0	0	0	0	0	0	0	0	0	0	0	0
5629823015	1	0	0	0	0	0	0	0	0	0	0	0	0	0
5904831030	1	0	0	0	0	0	0	0	0	0	0	0	0	0
5904862914	1	0	0	0	0	0	0	0	0	0	0	0	0	0
5904863738	1	0	0	0	0	0	0	0	0	0	0	0	0	0
5904864394	1	0	0	0	0	0	0	0	0	0	0	0	0	0
5909471237	1	0	0	0	0	0	0	0	0	0	0	0	0	0
5910030078	1	0	0	0	0	0	0	0	0	0	0	0	0	0
5910030110	1	0	0	0	0	0	0	0	0	0	0	0	0	0
5976203981	1	0	0	0	0	0	0	0	0	0	0	0	0	0
6013575458	1	0	0	0	0	0	0	0	0	0	0	0	0	0
6037218083	1	0	0	0	0	0	0	0	0	0	0	0	0	0
6037500738	1	0	0	0	0	0	0	0	0	0	0	0	0	0
6037506066	1	0	0	0	0	0	0	0	0	0	0	0	0	0
6041999388	1	0	0	0	0	0	0	0	0	0	0	0	0	0
6045132937	1	0	0	0	0	0	0	0	0	0	0	0	0	0
6047603612	1	0	0	0	0	0	0	0	0	0	0	0	0	0
6048091862	1	0	0	0	0	0	0	0	0	0	0	0	0	0
6065206740	1	0	0	0	0	0	0	0	0	0	0	0	0	0
