311174798808076289	1	0	0	0	0
311913806668374016	1	0	0	0	0
322509441637445632	1	0	0	0	0
334066352744697856	1	0	0	0	0
337393775758430208	1	0	0	0	0
340729974153687041	1	0	0	0	0
344305729160765442	1	0	0	0	0
344906325400109057	1	0	0	0	0
352986121933815808	1	0	0	0	0
354259891197722624	1	0	0	0	0
355756996672229377	1	0	0	0	0
357927280007340032	1	0	0	0	0
358592355961544704	1	0	0	0	0
358658803673227264	1	0	0	0	0
359662398463934467	1	0	0	0	0
359923618660110336	1	0	0	0	0
360430498205540353	1	0	0	0	0
360521677731426304	1	0	0	0	0
361007262812209154	1	0	0	0	0
362211993211506688	1	0	0	0	0
363114121274724352	1	0	0	0	0
364930555592204288	1	0	0	0	0
364950406150885376	1	0	0	0	0
364974243852722177	1	0	0	0	0
365799951583813632	1	0	0	0	0
366161034257526784	1	0	0	0	0
366193705608163328	1	0	0	0	0
366341320454852608	1	0	0	0	0
366553409190514688	1	0	0	0	0
366606579455389696	1	0	0	0	0
366655274074923010	1	0	0	0	0
366684796992233472	1	0	0	0	0
366692595214196736	1	0	0	0	0
367466509976612864	1	0	0	0	0
367550874547007488	1	0	0	0	0
367685755688087552	1	0	0	0	0
368647024142336000	1	0	0	0	0
368927991289503744	1	0	0	0	0
369042150136102912	1	0	0	0	0
369276075588583424	1	0	0	0	0
369303141214208001	1	0	0	0	0
369554034132127744	1	0	0	0	0
369655082683359232	1	0	0	0	0
369879563616018433	1	0	0	0	0
369887411406245888	1	0	0	0	0
370087478398423040	1	0	0	0	0
370234152227844096	1	0	0	0	0
370282050982387712	1	0	0	0	0
370718938260176896	1	0	0	0	0
371201276157362176	1	0	0	0	0
371311558086758401	1	0	0	0	0
371335376545144833	1	0	0	0	0
371435364411785216	1	0	0	0	0
371475752174514176	1	0	0	0	0
371524377143025665	1	0	0	0	0
371575297482952704	1	0	0	0	0
371577249344262144	1	0	0	0	0
371660333934342144	1	0	0	0	0
371662513655775232	1	0	0	0	0
371683434185633792	1	0	0	0	0
371845679863181313	1	0	0	0	0
371917378294001665	1	0	0	0	0
371973375096139779	1	0	0	0	0
372084398025617408	1	0	0	0	0
372335204158803968	1	0	0	0	0
372343756109787136	1	0	0	0	0
372344219509063680	1	0	0	0	0
372372983890710529	1	0	0	0	0
372512083318829057	1	0	0	0	0
372539945677623296	1	0	0	0	0
372571095020228608	1	0	0	0	0
372734700445388801	1	0	0	0	0
372792081753702400	1	0	0	0	0
372793319635427328	1	0	0	0	0
372796206688108544	1	0	0	0	0
372811829061636096	1	0	0	0	0
372819210583699458	1	0	0	0	0
372839770675609600	1	0	0	0	0
372879934513233920	1	0	0	0	0
372969588365221888	1	0	0	0	0
373069118435364864	1	0	0	0	0
373122455893585920	1	0	0	0	0
373138077436637184	1	0	0	0	0
373148824031600640	1	0	0	0	0
373163035852283904	1	0	0	0	0
373177674115461120	1	0	0	0	0
373214173863239681	1	0	0	0	0
373235027523276800	1	0	0	0	0
373257393754234880	1	0	0	0	0
373277557489414144	1	0	0	0	0
373388640623153153	1	0	0	0	0
373432130325319680	1	0	0	0	0
373476607220252672	1	0	0	0	0
373518613481013248	1	0	0	0	0
373520368105164800	1	0	0	0	0
373540909063102464	1	0	0	0	0
373561117085138944	1	0	0	0	0
373616313748684800	1	0	0	0	0
373660469824745473	1	0	0	0	0
373680127260913664	1	0	0	0	0
373692989224144897	1	0	0	0	0
373711795610849281	1	0	0	0	0
373712034581331968	1	0	0	0	0
373721524806512640	1	0	0	0	0
373729040131051520	1	0	0	0	0
373737144138756096	1	0	0	0	0
373746128149151744	1	0	0	0	0
373759359605436416	1	0	0	0	0
373766549431418880	1	0	0	0	0
373776119175983104	1	0	0	0	0
373796149053759488	1	0	0	0	0
373799294970515456	1	0	0	0	0
373887477171646464	1	0	0	0	0
373915034901950464	1	0	0	0	0
373937110837125120	1	0	0	0	0
373944491725426688	1	0	0	0	0
